q	label	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14
766	q766	0.003303556814443585	0.016791947245517688	0.0030950399321988255	0.003558690068311869	0.006049663970088152	0.0010262052833462253	0.0728150104549199	0.5402951847751223	0.0036546152438357957	0.3296952200032672	0.003534488885305405	0.0054637787911996135	0.0014136405992949907	0.003783893924976735	0.0055190640081717
767	q767	0.0018476227256852128	0.2698152089450959	0.0017310028060155901	0.001990314383314371	0.0033834734081231513	5.739390327537221E-4	6.589938594120204E-4	0.0016888853553444895	0.10220694851783999	0.004099515111108065	0.001976779076303542	0.0030557978656824093	7.906249669414582E-4	0.1623770427656579	0.4438038511807223
768	q768	0.0030827207875778564	0.049093418814971646	0.0028881428330996884	0.003320798904431617	0.005645256287681746	9.576055557641313E-4	0.0010995177971423742	0.0028178707267336903	0.0034103116778601765	0.8424394310481089	0.003298215521087999	0.005098536336568185	0.0013191416120217918	0.07037890624726673	0.005150125849683402
769	q769	0.006182253400692822	0.09845457189749791	0.005792036347750552	0.006659708009452952	0.011321299360920982	0.0019204334779526712	0.0022050318886799435	0.0056511089013513635	0.006839221720251576	0.8180800705676089	0.006614418082762921	0.010224877884600993	0.0026454772517120694	0.007081152951046912	0.010328338257717444
770	q770	0.002719177818842379	0.4265739502526716	0.002547546297757243	0.2682700054150477	0.0639441433817837	8.446758450933147E-4	9.698524814377044E-4	0.002485561328607996	0.0030081361591825077	0.06499795414577535	0.002909259418771685	0.09294421169154625	0.0011635762232427103	0.0031145462323105668	0.06350740330792944
771	q771	0.0035584742630572013	0.24958131621523463	0.04191613827958175	0.0038332947576135337	0.0065164835196966355	0.001105391944051043	0.0012692053716543967	0.003252750134916616	0.23543024800631793	0.00789556158359223	0.003807226101404107	0.005885388779304626	0.0015227235287161992	0.4284808574601344	0.005944940054724673
772	q772	0.002983016506646099	0.43562097978032505	0.002794731777008336	0.00321339447513023	0.005462672051993947	9.266337681995699E-4	0.0010639561492054275	0.0027267324777882247	0.0033000121415011326	0.07130463067605408	0.10022038823045751	0.10196248136178372	0.0012764766822611134	0.0034167470613047785	0.26372714686034077
773	q773	0.00210003801691544	0.5343701041623122	0.0019674859209538546	0.002262223673950364	0.026615086136203427	6.523484320791166E-4	7.490231303394642E-4	0.0019196145420433844	0.002323202348359347	0.004659575499134142	0.025016214497565685	0.14008952115707385	8.986371863789547E-4	0.0479441340596776	0.2084327912370132
774	q774	0.004409025310031931	0.1658237964638973	0.004130732469004785	0.0047495337489417465	0.00807406170364273	0.6706291674954599	0.001572572454815241	0.004030226611709684	0.004877558345008965	0.009782768761425873	0.05252148865521993	0.00729212189525253	0.0018866868444126037	0.005050097522996117	0.05517016171818071
775	q775	0.004024270780671448	0.1513531476744547	0.0037702632234756658	0.004335064678397314	0.09463468921496601	0.0012500853379258272	0.001435341585815463	0.0036785280311467106	0.004451917180919428	0.6197855589049144	0.0043055836919633035	0.09392098554989775	0.001722044716543456	0.004609399690923377	0.006723119737985091
776	q776	0.005147199400783289	0.026163164629778225	0.004822313820898326	0.4520071669209222	0.06523365496653201	0.0015989079395960055	0.001835857911429112	0.004704980929370695	0.005694175838272485	0.011420633352283492	0.005507009594319134	0.06432080012216608	0.00220256240601076	0.00589560211530619	0.3434459700523319
777	q777	0.007738367177574774	0.0393340453066091	0.007249929930036518	0.008336000246577921	0.0980731335936644	0.0024038191949296837	0.0027600528944598684	0.007073530119974916	0.34416945410513894	0.017169930169594227	0.00827931054794253	0.012798546790081333	0.003311361247563099	0.4283744698573663	0.01292804881848642
778	q778	0.12246607002031058	0.05256500130436427	0.00968861893706331	0.011140015231561343	0.01893768422620157	0.00321240182981392	0.003688463336696771	0.009452882791093608	0.011440296485594137	0.6956937478452796	0.011064256583817765	0.01710364706885495	0.004425217567645627	0.011844986539906564	0.017276710231796073
779	q779	0.017087829321722158	0.3828117785411791	0.0013518639630739017	0.0015543789303170668	0.002642396508292736	4.4823006218411683E-4	5.146554629086349E-4	0.0013189714318885472	0.0015962775134640078	0.5664175913615364	0.0015438082404756108	0.018031379746463218	6.174556143989439E-4	0.0016527443746537428	0.0024106389274418673
780	q780	0.002889559627253806	0.14000622540869015	0.002707173793324452	0.003112719933359169	0.19326946119394214	8.976026515019219E-4	0.0010306227696235703	0.0026413048887206007	0.003196623898085702	0.006411370239008947	0.003091551609254219	0.6313721748137991	0.0012364851075999063	0.0033097015530714527	0.004827422512764795
781	q781	0.004875129138387897	0.18335399893029758	0.0045674163350140455	0.005251634714034999	0.00892761794472108	0.0015143929890763575	0.0017388182778747632	0.004456285416268094	0.005393193538226261	0.06367488401169734	0.005215920512922299	0.008063014710152463	0.6892391203583222	0.0055839728408999785	0.008144600282104586
782	q782	0.003303556814443585	0.1600654008489777	0.0030950399321988255	0.003558690068311869	0.006049663970088152	0.0010262052833462253	0.0011782836531899024	0.0030197337621473037	0.0036546152438357957	0.0073299493954822	0.003534488885305405	0.0054637787911996135	0.0014136405992949907	0.003783893924976735	0.7935230588272016
783	q783	0.004409025310031931	0.07021528741215624	0.004130732469004785	0.0047495337489417465	0.3427038433847364	0.0013696041332723575	0.001572572454815241	0.004030226611709684	0.004877558345008965	0.29660829591664906	0.004717234129349405	0.00729212189525253	0.0018866868444126037	0.24407137015234875	0.007365907192310178
784	q784	0.003303556814443585	0.6257041250602227	0.0030950399321988255	0.003558690068311869	0.11350475417268314	0.0010262052833462253	0.0011782836531899024	0.0030197337621473037	0.0036546152438357957	0.0073299493954822	0.2184446692904954	0.0054637787911996135	0.0014136405992949907	0.003783893924976735	0.0055190640081717
785	q785	0.11084457046465984	0.20230453491009714	0.002340533286068746	0.0026911551198529476	0.031661469263866704	7.760376850146414E-4	8.910424973943397E-4	0.002283585200902452	0.0027636957239175397	0.5472748214872256	0.029759441782740606	0.004131822660987122	0.0010690242936017625	0.029948047038198276	0.031260218585472385
786	q786	0.0015653927815213193	0.2625452366728031	0.0014665869063312312	0.01865884521456627	0.0028666376397708903	0.25507462846197754	5.583305597239158E-4	0.0014309030232851564	0.0017317420717348545	0.30897933423000984	0.0016748201100202087	0.0025890155247757472	6.698546185513589E-4	0.0017930008681260128	0.13839567131680264
787	q787	0.005451431853441319	0.027709575235786994	0.0051073434548766315	0.005872445211204307	0.009982976749473432	0.001693413639912116	0.0019443688727570783	0.00498307543793663	0.006030738101797792	0.8395853366391621	0.064938914184448	0.009016166336924163	0.002332747951729283	0.006244069961949652	0.009107396368600435
788	q788	0.006626424190087095	0.03368204988631501	0.006208171564157627	0.007138182049899528	0.3713651851705883	0.002058409131585024	0.002363454827882784	0.006057119030503453	0.5102532855827037	0.014702745166657092	0.007089638218656303	0.010959495472575357	0.002835544472037567	0.007589906166457917	0.01107038906989336
789	q789	0.002983016506646099	0.37093508196335356	0.26153832304489427	0.00321339447513023	0.1348344676859369	9.266337681995699E-4	0.0010639561492054275	0.0027267324777882247	0.10032885886695836	0.0066187328590826	0.0031915415050002747	0.004933634636326502	0.0012764766822611134	0.0034167470613047785	0.10201240231791205
790	q790	0.004875129138387897	0.28906984213388087	0.0045674163350140455	0.005251634714034999	0.00892761794472108	0.0015143929890763575	0.0017388182778747632	0.004456285416268094	0.005393193538226261	0.010816962409905683	0.005215920512922299	0.008063014710152463	0.00208613953503079	0.32273150245164983	0.32529212989285444
791	q791	0.0024323344293975977	0.1442248009363034	0.002278808148397343	0.028992437018959163	0.4791547982837154	7.555718222854757E-4	8.675436985735305E-4	0.002223361912582192	0.0026908108390684086	0.0053968765430106175	0.002602364508599943	0.2677453944328221	0.001040831713692986	0.05553050326788609	0.004063562444705876
792	q792	0.0013782529619355158	0.007005646437383195	0.0012912591468720374	0.13597637013645375	0.6600387913732423	4.281356582523407E-4	4.915831711774896E-4	0.07597743836254728	0.0015247155013435865	0.10766271100669414	0.001474598455156529	0.002279503494357087	5.897747344838014E-4	0.0015786509216210874	0.002302568638479895
793	q793	0.0071393593049592415	0.42332693322336645	0.006688730777250402	0.007690731075544593	0.013074006951504508	0.0022177454937127197	0.002546404023234441	0.006525985640394408	0.007898036211470321	0.015840848322243944	0.007638429586333692	0.011807842923312937	0.0030550369596548674	0.008177422039224544	0.4763724874677929
794	q794	0.0012148638834918021	0.33547503313216953	0.0011381830078277526	0.0013086876598068246	0.015396724555676873	0.1979573161263656	4.3330698854964026E-4	0.0011104895999833066	0.0013439635874833576	0.3846834209163757	0.0012997878149354474	0.0020092730029027503	5.198581422340235E-4	0.0013915050736587765	0.05471758650853865
795	q795	0.002008570237895642	0.467540158946252	0.0018817914878089248	0.002163691850509294	0.003678209784818023	6.239352025334122E-4	7.163992056225023E-4	0.06716895029084445	0.0022220145806587754	0.004456626305525317	0.00214897747487146	0.3953196610103871	8.594967770527397E-4	0.0023006163199110873	0.04691090052530929
796	q796	0.5473651808714194	0.06140852161948971	0.0036126345625880386	0.004153822574169089	0.2579117517773353	0.0011978212740839259	0.0013753322552521072	0.0035247346715804994	0.004265789660898682	0.00855576312688401	0.08774236774057197	0.006377506118119838	0.0016500487877268136	0.004416688079635321	0.006442036880245304
797	q797	0.0018853920242284995	0.4797518541371929	0.0017663881478663856	0.0020310005997661194	0.0034526387282332303	5.856715549685488E-4	6.724650813602644E-4	0.001723409727828452	0.0020857466117205074	0.45390963717171534	0.002017188602582421	0.003118264807808862	8.067870058669717E-4	0.0021595279958517683	0.044034027803009766
798	q798	0.019189334291830302	0.2893394550209979	0.45831047999303864	0.03688341430051116	0.0029673651915949834	5.033545420520413E-4	5.779491085105913E-4	0.0014811819132409608	0.10720621342337787	0.0035953462539159236	0.0017336697278050282	0.07295573577050354	6.933918856508493E-4	0.0018560031064832965	0.002707105470486943
799	q799	0.004024270780671448	0.0640879354550908	0.0037702632234756658	0.004335064678397314	0.0073694769956021075	0.0012500853379258272	0.001435341585815463	0.0036785280311467106	0.004451917180919428	0.8815811955630061	0.0043055836919633035	0.006655773330533848	0.001722044716543456	0.004609399690923377	0.006723119737985091
800	q800	0.002567770204053868	0.013051951041546422	0.002405695365525479	0.08628817157698249	0.060383644262512366	7.976431155348283E-4	9.158497421193481E-4	0.002347161805940768	0.002840638940845093	0.005697382158723964	0.3646763366872651	0.004246855486257723	0.0010987866756945457	0.4483922856658311	0.004289827271166918
801	q801	0.2778419997626424	0.3016094348175198	0.001491908407345558	0.0017154026275453397	0.0029161318549379605	0.31127544080421826	5.679704711218331E-4	0.0014556084206939991	0.0017616416354338657	0.020798869169327074	0.0017037368819698372	0.0026337164279092097	6.814200595967386E-4	0.0018239581016216509	0.07172276055811644
802	q802	0.005147199400783289	0.4726256146240526	0.11643792631946691	0.00554471692664788	0.009425848717247708	0.0015989079395960055	0.001835857911429112	0.3395518184250765	0.005694175838272485	0.011420633352283492	0.005507009594319134	0.00851299387288178	0.00220256240601076	0.00589560211530619	0.008599132556626145
803	q803	0.0017428795169197207	0.25451916913904726	0.0016328708736878458	0.0018774818704521226	0.003191661596862764	5.414019703487915E-4	6.216349709160089E-4	0.001593141094951597	0.0019280897555190967	0.41959963710081266	0.0018647138908118826	0.05957336134876599	7.458038057723956E-4	0.07758402631347697	0.17298412675165495
804	q804	0.005147199400783289	0.361010002125484	0.004822313820898326	0.11716032942521648	0.40008049246223776	0.0015989079395960055	0.001835857911429112	0.004704980929370695	0.005694175838272485	0.011420633352283492	0.005507009594319134	0.06432080012216608	0.00220256240601076	0.00589560211530619	0.008599132556626145
805	q805	0.00579388772832863	0.029450275126245477	0.005428183890602824	0.006241348907810412	0.2618878460580894	0.0017997929298295208	0.0020665130288843063	0.005296109426915288	0.006409585668527196	0.6410498696930431	0.0061989040687753655	0.009582556821855522	0.0024792898625846365	0.006636318915832693	0.009679517872675686
806	q806	0.004875129138387897	0.02478023412492264	0.0045674163350140455	0.1109674779176183	0.2732172259536793	0.0015143929890763575	0.0017388182778747632	0.004456285416268094	0.005393193538226261	0.3279644920206556	0.005215920512922299	0.21949470111731906	0.00208613953503079	0.0055839728408999785	0.008144600282104586
807	q807	0.004024270780671448	0.020455329345408845	0.0037702632234756658	0.004335064678397314	0.0073694769956021075	0.0012500853379258272	0.001435341585815463	0.0036785280311467106	0.004451917180919428	0.00892907336936708	0.0043055836919633035	0.3120840160983075	0.001722044716543456	0.004609399690923377	0.6175796052735324
808	q808	0.002983016506646099	0.20922033742092483	0.002794731777008336	0.00321339447513023	0.29654921222836567	9.266337681995699E-4	0.38917934305103435	0.0027267324777882247	0.0033000121415011326	0.07130463067605408	0.0031915415050002747	0.004933634636326502	0.0012764766822611134	0.0034167470613047785	0.00498355559245482
809	q809	0.0034262805772737	0.12886268803703552	0.0032100175057426543	0.07798884983463429	0.11772133990545343	0.0010643277618995735	0.0012220556879157633	0.0031319137883589238	0.003790380468898337	0.23049612372266123	0.003665791538793735	0.005666752594948265	0.0014661559042766972	0.0039244617210542395	0.4143628609510536
810	q810	0.0010490473220627389	0.23281534255878078	0.012356984865651075	0.16036819674442596	0.07016598958184603	3.2587237479138434E-4	0.011748317252383489	9.589190664658284E-4	0.0011605262297755695	0.4231712653788581	0.0011223800007855046	0.08135409349663322	4.4890279427488864E-4	0.0012015787867219975	0.0017525835465434642
811	q811	0.00579388772832863	0.09226971121093734	0.005428183890602824	0.006241348907810412	0.6388044625662406	0.0017997929298295208	0.0020665130288843063	0.005296109426915288	0.006409585668527196	0.012855508846124438	0.0061989040687753655	0.1980408650759311	0.0024792898625846365	0.006636318915832693	0.009679517872675686
812	q812	0.002889559627253806	0.2653248472588515	0.002707173793324452	0.003112719933359169	0.0052915284187001295	8.976026515019219E-4	0.0010306227696235703	0.0026413048887206007	0.003196623898085702	0.006411370239008947	0.003091551609254219	0.6940314857388798	0.0012364851075999063	0.0033097015530714527	0.004827422512764795
813	q813	0.002008570237895642	0.16265308167370474	0.0018817914878089248	0.1110519337335619	0.06901115491464958	6.239352025334122E-4	7.163992056225023E-4	0.0018360051610128863	0.023999662957269297	0.004456626305525317	0.00214897747487146	0.6130961447764923	8.594967770527397E-4	0.0023006163199110873	0.0033556037720882405
814	q814	0.0030827207875778564	0.21621331357522267	0.0028881428330996884	0.17044069366468265	0.07249321419178216	0.16807750031601515	0.0010995177971423742	0.0028178707267336903	0.0034103116778601765	0.006839957246853819	0.003298215521087999	0.005098536336568185	0.0013191416120217918	0.003530948343166309	0.3393899153701854
815	q815	0.002719177818842379	0.2201977523658175	0.002547546297757243	0.0029291795605210875	0.7125550510261821	8.446758450933147E-4	9.698524814377044E-4	0.002485561328607996	0.0030081361591825077	0.006033326178102777	0.032391573402607975	0.0044972697400373785	0.0011635762232427103	0.0031145462323105668	0.004542775340256852
816	q816	0.002200233920569453	0.17817391736252178	0.0020613575690805264	0.0023701576939315298	0.004029195386269366	6.834729355990343E-4	7.847601259545975E-4	0.0020112021762472305	0.002434045750616842	0.19572777605637642	0.0023540392292706763	0.5284651690393273	9.415124887406666E-4	0.002520147899128154	0.07524301236636656
817	q817	0.006626424190087095	0.03368204988631501	0.006208171564157627	0.007138182049899528	0.22767298732425081	0.28944280482426005	0.002363454827882784	0.006057119030503453	0.3665610877363661	0.014702745166657092	0.007089638218656303	0.010959495472575357	0.002835544472037567	0.007589906166457917	0.01107038906989336
818	q818	0.10003359346937901	0.0429365127036908	0.007913925611144228	0.009099465302772286	0.01546881193151	0.0026239765728630015	0.003012836468816559	0.007721369960521484	0.009344743140849479	0.01874246391647888	0.009037583593259487	0.013970720849014084	0.36996062264041335	0.009675304906793927	0.38045806893249345
819	q819	0.002983016506646099	0.20922033742092483	0.002794731777008336	0.00321339447513023	0.037805620960479694	9.266337681995699E-4	0.0010639561492054275	0.0027267324777882247	0.0033000121415011326	0.3623911708524258	0.06787743932197177	0.004933634636326502	0.0012764766822611134	0.0034167470613047785	0.2960700957688265
820	q820	0.07234886565451963	0.18911014823748112	0.0029880141553360693	0.0034356313752034193	0.005840467966049095	9.907193380670743E-4	0.0011375388724730524	0.0029153120555159124	0.0035282394799767106	0.007076481412644628	0.003412267063600558	0.03985461510503101	0.0013647572289157296	0.003653047733729312	0.6623438943214566
821	q821	0.006182253400692822	0.09845457189749791	0.005792036347750552	0.006659708009452952	0.27944225066297457	0.0019204334779526712	0.0022050318886799435	0.0056511089013513635	0.006839221720251576	0.01371721666144815	0.4758260828613567	0.010224877884600993	0.0026454772517120694	0.007081152951046912	0.07735857608323085
822	q822	0.002889559627253806	0.014687603558528797	0.002707173793324452	0.003112719933359169	0.44390670489426487	8.976026515019219E-4	0.0010306227696235703	0.0026413048887206007	0.003196623898085702	0.03774102570154929	0.003091551609254219	0.004779065562992337	0.15788476242030158	0.09729866794069247	0.22413501075054715
823	q823	0.0034262805772737	0.017415750941644464	0.0032100175057426543	0.003690891771040251	0.08057236087365642	0.0010643277618995735	0.0012220556879157633	0.0031319137883589238	0.003790380468898337	0.8620287672632105	0.003665791538793735	0.005666752594948265	0.0014661559042766972	0.0039244617210542395	0.005724091601286416
824	q824	0.0028017808001049574	0.0446193501537885	0.0026249354694550244	0.003018161959051927	0.005130782762497929	8.703353450060124E-4	9.993145878863991E-4	0.002561067525529462	0.0030995170953869748	0.7960426696901836	0.033375562206981256	0.004633887465253753	0.09233269982187542	0.003209159685791336	0.004680775431207539
825	q825	0.00579388772832863	0.029450275126245477	0.005428183890602824	0.13188022107719416	0.010610101719321944	0.06461922901452138	0.0020665130288843063	0.06811554551160716	0.006409585668527196	0.012855508846124438	0.0061989040687753655	0.009582556821855522	0.0024792898625846365	0.006636318915832693	0.6378738787195943
826	q826	0.0023104698359248618	0.4125593520888371	0.002164635514383533	0.002488907114383872	0.004231065758959665	0.1760743908743292	8.240781048341529E-4	0.002111967240720931	0.0025559960845462208	0.15543220385721257	0.002471981083904947	0.07897416492921917	9.886840599288857E-4	0.027697365635076247	0.12911473781773866
827	q827	0.19086749240249584	0.1713358808712305	0.002707173793324452	0.003112719933359169	0.0052915284187001295	8.976026515019219E-4	0.3456568328575673	0.0026413048887206007	0.003196623898085702	0.25704861393933165	0.003091551609254219	0.004779065562992337	0.0012364851075999063	0.0033097015530714527	0.004827422512764795
828	q828	0.002889559627253806	0.14000622540869015	0.002707173793324452	0.003112719933359169	0.0052915284187001295	8.976026515019219E-4	0.0010306227696235703	0.06530061581380127	0.003196623898085702	0.03774102570154929	0.003091551609254219	0.6940314857388798	0.0012364851075999063	0.0033097015530714527	0.03615707797530514
829	q829	0.002641306005850502	0.2138917292456515	0.002474589668178837	0.0028452937177579117	0.09075091052713981	8.20486018671494E-4	9.42077846567971E-4	0.0024143798245445346	0.08883598763031036	0.1490505412409576	0.0028259440490177885	0.03300647642248585	0.0011302537279537755	0.0030253518588950405	0.40534467221601705
830	q830	0.02880458815413721	0.01236353231260534	0.002278808148397343	0.028992437018959163	0.004454231238402349	0.18536134789546277	8.675436985735305E-4	0.002223361912582192	0.0026908108390684086	0.321863921239886	0.002602364508599943	0.16225637953386363	0.001040831713692986	0.0027859958184068626	0.24141384596736237
831	q831	0.0037012779728847994	0.018813560036244247	0.0034676573674050255	0.003987127178978188	0.006777993917932197	0.0011497519867982432	0.0013201393456575268	0.0033832849518269513	0.0040946009592563145	0.008212415212973423	0.003960012371935081	0.40742758017901015	0.001583831338655964	0.08450064517630396	0.44762012200413787
832	q832	0.0031893205712217117	0.016211285529236317	0.0029880141553360693	0.0034356313752034193	0.1787393306742939	0.17388958204631189	0.0011375388724730524	0.07207485713881383	0.0035282394799767106	0.4220337519124322	0.003412267063600558	0.03985461510503101	0.0013647572289157296	0.07281259281702725	0.005328216030126321
833	q833	0.002889559627253806	0.1713358808712305	0.034036829255864785	0.003112719933359169	0.0052915284187001295	0.1575458799642036	0.0010306227696235703	0.5352454477519063	0.003196623898085702	0.006411370239008947	0.03442120707179456	0.03610872102553268	0.0012364851075999063	0.0033097015530714527	0.004827422512764795
834	q834	0.001710555268556573	0.3796239716161333	0.02014904868528815	0.0018426612246824948	0.0031324675670135597	5.313608793933013E-4	6.101058416812927E-4	0.0015635939645098063	0.020438792301408167	0.5416427809867579	0.0018301300458887738	0.0028291009122809094	7.319717839866475E-4	0.02050573176743183	0.0028577271549873858
835	q835	0.1282065024037771	0.3591271387162021	0.001218428695334661	0.0014009544923555127	0.0023815796693294794	4.0398766798617003E-4	4.638565723675143E-4	0.17039676491148303	0.0014387174902565872	0.01698625659701759	0.001391427178820927	0.2418622414091129	0.04285850539558269	0.00148961080932444	0.030374027991049334
836	q836	0.15013074773802385	0.2201977523658175	0.002547546297757243	0.20930537744737512	0.0049795154141111094	0.3251501296672925	9.698524814377044E-4	0.002485561328607996	0.0030081361591825077	0.006033326178102777	0.002909259418771685	0.0044972697400373785	0.0011635762232427103	0.0031145462323105668	0.06350740330792944
837	q837	0.002889559627253806	0.014687603558528797	0.002707173793324452	0.003112719933359169	0.0052915284187001295	8.976026515019219E-4	0.032360278232163905	0.0026413048887206007	0.06585593482316637	0.006411370239008947	0.5043660390098996	0.004779065562992337	0.0012364851075999063	0.34793591164101517	0.004827422512764795
838	q838	0.0014207138932764032	0.08424095632933865	0.0013310399908048015	0.0015304354384978187	0.002601693306553755	4.413255727975698E-4	5.067277635391055E-4	0.0012986541327581456	0.09399506628796671	0.7887509977035696	0.0015200275784662668	0.01775362624310022	6.079443921584994E-4	0.001627285671732597	0.0023735056954399436
839	q839	0.00463037703223147	0.17414885253591236	0.004338112713313961	0.7078472050676071	0.008479413757118175	0.001438364054641293	0.0016515222445487882	0.004232561036809614	0.0051224324076141175	0.01027390513759827	0.004954059238103967	0.05786244759336618	0.001981406505311742	0.005303633782234038	0.00773570689358883
840	q840	9.516313257176549E-4	0.15960612223660772	8.915654003436685E-4	0.0010251256865689083	0.02237854748469245	0.020931476670335274	3.3941950992158324E-4	0.021505737763967133	0.021688623405119508	0.6934129707940312	0.0010181542296931905	0.0015739105898722196	0.05199688020123749	0.0010899985059912107	0.001589836195900762
841	q841	0.0012148638834918021	0.07203511969556907	0.0011381830078277526	0.0013086876598068246	0.08125670291482698	3.7738104891523735E-4	0.17166925072233996	0.0011104895999833066	0.0013439635874833576	0.6349513386811462	0.0012997878149354474	0.0283532643465628	5.198581422340235E-4	0.0013915050736587765	0.0020296038212185563
842	q842	0.0030827207875778564	0.015669439862921446	0.0028881428330996884	0.003320798904431617	0.005645256287681746	9.576055557641313E-4	0.0010995177971423742	0.0028178707267336903	0.0034103116778601765	0.9092873889522094	0.003298215521087999	0.038522515288618386	0.0013191416120217918	0.003530948343166309	0.005150125849683402
843	q843	0.25483952679218	0.4467353951988219	0.001153375261783967	0.0013261557779744768	0.0022544241489796772	3.8241826058853836E-4	4.390906892074213E-4	0.20134250731230677	0.0013619025621372843	0.0027315260830484225	0.0013171371396379654	0.08212297044514416	5.267971115067225E-4	0.0014100786231802467	0.002056694593502447
844	q844	0.001710555268556573	0.11997350657201901	0.001602586896422843	0.0018426612246824948	0.0031324675670135597	0.37146059665669945	6.101058416812927E-4	0.0015635939645098063	0.001892330512542859	0.4674569338312966	0.0018301300458887738	0.0028291009122809094	7.319717839866475E-4	0.00195926997856652	0.021404188943852695
845	q845	0.007738367177574774	0.0393340453066091	0.007249929930036518	0.008336000246577921	0.014170944751671171	0.0024038191949296837	0.0027600528944598684	0.007073530119974916	0.008560698737166004	0.18497430785358066	0.00827931054794253	0.012798546790081333	0.003311361247563099	0.008863525647400238	0.6841455595544322
846	q846	0.005147199400783289	0.5842412271226212	0.004822313820898326	0.11716032942521648	0.23265707371438488	0.0015989079395960055	0.001835857911429112	0.004704980929370695	0.005694175838272485	0.011420633352283492	0.005507009594319134	0.00851299387288178	0.00220256240601076	0.00589560211530619	0.008599132556626145
847	q847	0.006626424190087095	0.4647586434253276	0.006208171564157627	0.07898428097306828	0.012134690554744518	0.07390450805475379	0.002363454827882784	0.006057119030503453	0.007330593120522255	0.014702745166657092	0.007089638218656303	0.010959495472575357	0.1465277423183751	0.007589906166457917	0.15476258691623088
848	q848	0.0024982180702047673	0.012698418219800781	0.002340533286068746	0.0026911551198529476	0.004574881165252932	7.760376850146414E-4	8.910424973943397E-4	0.002283585200902452	0.0027636957239175397	0.0055430595149502165	0.5985777918536297	0.30208429174573853	0.0010690242936017625	0.0028614589395845095	0.05834680668408616
849	q849	0.0024323344293975977	0.01236353231260534	0.002278808148397343	0.002620183294219554	0.42641029083423615	7.555718222854757E-4	8.675436985735305E-4	0.002223361912582192	0.0026908108390684086	0.24274716006566713	0.028974618233339553	0.004022857185425941	0.001040831713692986	0.24013627934106338	0.03043581616944549
850	q850	0.021450510264329002	0.08776370139754526	0.0016970073418880976	0.08050791954052172	0.2979046246112284	5.626673446134481E-4	6.460517647891665E-4	0.00165571704313059	0.002003821933295526	0.004019004023306552	0.0019379567694055313	0.0029957845217625386	7.750977461833213E-4	0.002074705306645066	0.4940054303913558
851	q851	0.0016794081887559042	0.1724152000196313	0.001573405786131967	0.1110616316502637	0.0030754292362000168	5.216854599446316E-4	5.989965745988342E-4	0.001535122866917311	0.3478241963344246	0.29506634111091495	0.02000555949010596	0.0027775865102041405	7.186434899602823E-4	0.038341101777242516	0.0028056915047040484
852	q852	0.002567770204053868	0.23577753189814374	0.002405695365525479	0.0027660787557585043	0.0047022490483630405	7.976431155348283E-4	0.4185263138482393	0.002347161805940768	0.002840638940845093	0.31194505583654525	0.0027472677952945722	0.004246855486257723	0.0010987866756945457	0.0029411239526365425	0.004289827271166918
853	q853	0.00210003801691544	0.03344384814454701	0.024736861194488636	0.002262223673950364	0.07215383668327299	6.523484320791166E-4	7.490231303394642E-4	0.0019196145420433844	0.002323202348359347	0.7788183347993167	0.002246839224030903	0.07178139533646949	8.986371863789547E-4	0.0024053835126080355	0.003508413775200173
854	q854	0.0038560224710423737	0.019600124819460715	0.17084622176270406	0.004153822574169089	0.3833369421774223	0.0011978212740839259	0.0013753322552521072	0.0035247346715804994	0.04607418646092768	0.17578935032700002	0.17135916134062998	0.006377506118119838	0.0016500487877268136	0.004416688079635321	0.006442036880245304
855	q855	0.0035584742630572013	0.17241677419825355	0.0033338672710912162	0.04241556576610407	0.5852505486470548	0.001105391944051043	0.0012692053716543967	0.003252750134916616	0.003936621955374663	0.00789556158359223	0.003807226101404107	0.1602144728132668	0.0015227235287161992	0.004075876366738402	0.005944940054724673
856	q856	0.004875129138387897	0.39478568533746417	0.0045674163350140455	0.005251634714034999	0.22035930435188764	0.0015143929890763575	0.0017388182778747632	0.004456285416268094	0.005393193538226261	0.010816962409905683	0.2166476069200889	0.008063014710152463	0.05494406113682243	0.0055839728408999785	0.06100252188389624
857	q857	0.0071393593049592415	0.03628929410008143	0.006688730777250402	0.007690731075544593	0.47751917389944654	0.0022177454937127197	0.002546404023234441	0.006525985640394408	0.007898036211470321	0.015840848322243944	0.007638429586333692	0.16662289857262697	0.0030550369596548674	0.2404000055131956	0.011927320519850909
858	q858	0.007738367177574774	0.0393340453066091	0.007249929930036518	0.008336000246577921	0.5175840778036305	0.0024038191949296837	0.0027600528944598684	0.007073530119974916	0.008560698737166004	0.017169930169594227	0.176083688231929	0.18060292447406778	0.003311361247563099	0.008863525647400238	0.01292804881848642
859	q859	0.0013382564397137603	0.021312207106606536	0.0883129627836797	0.0014416098067518458	0.01696055506063005	4.1571127909833687E-4	4.7731756263330024E-4	0.0012232809606137623	0.0014804686764750199	0.8590512241125081	0.001431806013196521	0.0022133529293413678	5.726596337547707E-4	0.001532838905677118	0.002235748729319861
860	q860	0.007738367177574774	0.0393340453066091	0.007249929930036518	0.008336000246577921	0.014170944751671171	0.0024038191949296837	0.0027600528944598684	0.007073530119974916	0.5958760206311187	0.017169930169594227	0.00827931054794253	0.264505113316061	0.003311361247563099	0.008863525647400238	0.01292804881848642
