0	q1	9.205599081236104E-4	0.05614535901508733	0.01224519638176727	0.06000464645237859	0.2743463596562	0.5715255881986389	0.004656174806948784	0.00132933218017322	0.008073315385238962	0.007928145218382204	5.915004827364808E-4	3.7471692759589466E-4	1.8795682584905673E-4	0.0013564577984659626	3.1469076241384225E-4
1	q2	3.312326290845947E-4	0.0019110680398781877	0.022696981114500102	0.0032997032747677365	0.6108611555397161	0.3519719883246402	0.0016753684460653348	4.783156306068534E-4	0.002904911952914129	0.0028526773339520393	2.1283162374621166E-4	1.348293272331208E-4	6.762996414571055E-5	4.880758751964362E-4	1.1323092355329468E-4
2	q3	6.103127409411145E-4	0.17203127512626193	0.008118319406666026	0.006079868868841252	0.45150218775243317	0.3115059783556089	0.003086950434895865	8.81320552137064E-4	0.005352446046983008	0.005256201140317651	3.921529470284293E-4	2.4842980140666205E-4	1.2461160273246033E-4	0.03460131156496686	2.0863365877959983E-4
3	q4	9.205599081236104E-4	0.005311229826814348	0.5714206174527701	0.21250703401719753	0.07100984290310808	0.012350167127636013	0.10632443318349474	0.00132933218017322	0.008073315385238962	0.007928145218382204	5.915004827364808E-4	3.7471692759589466E-4	1.8795682584905673E-4	0.0013564577984659626	3.1469076241384225E-4
4	q5	7.650062100729024E-4	0.08890238658427667	0.010176036554436099	0.13435385910597908	0.059010793667851696	0.6439280235943523	0.0038693871100266516	0.0011047052604703598	0.006709108609969571	0.04883278583218829	4.915503473064206E-4	3.113982850009208E-4	1.561963949670638E-4	0.0011272472658986788	2.615151772032631E-4
5	q6	0.0011555191463925847	0.772372266365553	0.015370600811098234	0.01151115553424131	0.02532526485663216	0.1431199344539864	0.005844594241940051	0.001668624467077805	0.010133909178735153	0.00995168648382124	7.424721920549712E-4	4.7035785557621634E-4	2.359300128619096E-4	0.0017026734963896401	3.9501090363936115E-4
6	q7	0.0012342768531623635	0.4842262270577413	0.016418227996969646	0.0804535865018544	0.29968280177177775	0.08471682694181223	0.00624294925053691	0.0017823543320456537	0.010824614694106366	0.010629972091121147	7.930775042811985E-4	5.024164382331825E-4	2.5201049653816664E-4	0.0018187240701702408	4.219339996493381E-4
7	q8	4.2438054858874764E-4	0.2836645045114513	0.07594907125211771	0.004227632675548953	0.45455974539936567	0.12286679863246235	0.002146508881671501	6.128256454579763E-4	0.05059115530128562	0.003654895881709974	2.726832845304732E-4	1.727454931453333E-4	8.664859305833654E-5	6.25330627122176E-4	1.4507327248392947E-4
8	q9	0.0014290833679560361	0.008245188761656575	0.4925009809471272	0.014236372431643251	0.34698188382714173	0.09808772485554164	0.007228276960778661	0.0020636641813421173	0.012533068885028349	0.012307705745543745	9.18249311703857E-4	5.817130685284781E-4	2.917854355206488E-4	0.0021057741728870427	4.885280476006123E-4
9	q10	8.356053658840797E-4	0.004821079110186172	0.011115139506526392	0.10060993842555396	0.110599512298679	0.7033533906963905	0.050369340836772476	0.0012066537907992074	0.007328263589200673	0.0071964905570261	5.369134294639069E-4	3.4013590275178634E-4	1.7061109314889039E-4	0.0012312761016323396	2.856492959846013E-4
10	q11	7.987488078603536E-4	0.004608432818986792	0.2752705546942413	0.007957048387103526	0.1498288447319527	0.45179208705203755	0.0481476694486248	0.0011534311724785522	0.007005031375507587	0.05098668344697923	5.132314597510659E-4	3.251333200165018E-4	1.6308584509416965E-4	0.0011769674519565131	2.7304998740936964E-4
11	q12	0.001086209441320423	0.006266955503925464	0.7342259582927555	0.01082069982209772	0.20375054601450096	0.014572509640645848	0.005494027049315022	0.001568537964789713	0.009526062689476226	0.009354769974633493	6.979376390652904E-4	4.421451129746446E-4	2.21778590395064E-4	0.0016005446842125568	3.713175798921919E-4
12	q13	4.938148736907466E-4	0.002849096797422851	0.5792154168015234	0.14126379184919055	0.25624286610428043	0.006624985692266614	0.002497706400077883	7.13092104981328E-4	0.004330759119581396	0.004252885656944776	3.1729791140470726E-4	2.010089627384734E-4	1.0082546002372994E-4	7.276430686424736E-4	1.6880919723061592E-4
13	q14	4.807065388070437E-4	0.0027734674129582335	0.21875461939579718	0.668414711054955	0.03708058052708662	0.006449125191336551	0.00243140468727469	6.9416304752877E-4	0.057305876152909656	0.004139992643016967	3.088752260985593E-4	1.9567317206350125E-4	9.814904429547034E-5	7.083277552978536E-4	1.6432815057398215E-4
14	q15	0.0010247438284435835	0.005912325681842165	0.013631040532574195	0.6892554708179485	0.13563360443123845	0.013747891291603417	0.0051831351283816406	0.001479778703768017	0.008987008931298548	0.0088254092013431	6.58443262471755E-4	4.1712533380899007E-4	2.092287482900064E-4	0.11468448837043978	3.5030573654798946E-4
