0	q1	3.826488416504901E-4	0.012572684521394767	9.870952216130548E-4	8.562935274096568E-4	0.5355803168343578	0.3859635710703419	3.9111330906312574E-4	7.601999848212363E-4	0.05607039703144825	0.006435679657899701
1	q2	1.3529104713086093E-4	0.0044452549413415594	3.4900183043511996E-4	3.0275499456613254E-4	0.09701425970233965	0.8937160297552578	1.3828378233612392E-4	2.687797290374939E-4	0.0013549163444158978	0.002275427873139404
2	q3	2.513487106755632E-4	0.008258559023862492	6.483885073225149E-4	5.624694253506611E-4	0.008669283069798384	0.9741091058733006	2.5690872481684356E-4	4.993489205827202E-4	0.00251721369199529	0.00422737405229505
3	q4	3.826488416504901E-4	0.9528609204134522	9.870952216130548E-4	8.562935274096568E-4	0.013197963560992608	0.02029592377898625	3.9111330906312574E-4	7.601999848212363E-4	0.0038321617041117257	0.006435679657899701
4	q5	3.165126024145039E-4	0.010399647572533326	8.164877125357666E-4	7.082935142886997E-4	0.010916854668221137	0.8809777402685435	3.2351408867869894E-4	0.0870477808056934	0.0031698187523836415	0.0053233500147074325
5	q6	4.8372449836783777E-4	0.01589372513716839	0.0012478337549815316	0.001082481146983846	0.016684169944121856	0.9501725720411657	4.944248319568989E-4	9.610047549883115E-4	0.004844416854864164	0.008135647035401507
6	q7	5.179267349685107E-4	0.017017507268198947	0.0013360631199820414	0.0011590190863063974	0.01786384128563982	0.9466494726612473	5.293836466146146E-4	0.001028953581469884	0.005186946315376119	0.008710886300196341
7	q8	1.738144083804802E-4	0.005711016169328192	4.483781297228771E-4	3.889627686438689E-4	0.00599504291790433	0.9820957488384227	1.7765930802590222E-4	3.4531323822284985E-4	0.0017407211179458154	0.0029233431034030545
8	q9	6.032308458122185E-4	0.4315779574998597	0.0015561167854644144	0.0013499130601698343	0.02080607035828515	0.5261048633543195	6.165747457039578E-4	0.001198425370509841	0.006041252172852483	0.010145595807022753
9	q10	3.464526876011011E-4	0.05868021779614276	8.937222728049235E-4	7.752935894615238E-4	0.5795114739833619	0.34945386463648603	3.5411647006956625E-4	6.8828988667421E-4	0.0034696635065844636	0.005826905170813628
10	q11	3.30806584952713E-4	0.2366736237918421	8.533610029406916E-4	7.402806612393625E-4	0.011409869255347633	0.7401200007131973	3.38124264384695E-4	6.572061208263568E-4	0.0033129705054267093	0.005563757099842556
11	q12	4.5375965211878435E-4	0.8821545737618849	0.0011705353201522763	0.0010154256613793017	0.015650650680872714	0.0860137839718753	4.637971417710764E-4	9.014742581352527E-4	0.004544324122922475	0.007631675428888013
12	q13	2.026688072540657E-4	0.5600155667232715	5.228120130917147E-4	4.5353328945395353E-4	0.2283328545593286	0.1767566196039232	2.0715198694215865E-4	4.026376338517827E-4	0.0020296929122457113	0.031076462470637268
13	q14	1.9721237008612038E-4	0.16801735456357736	5.087363842925289E-4	4.4132284655942956E-4	0.8144898238042022	0.010460262245343716	2.0157484946215187E-4	3.9179745089354233E-4	0.001975047641491198	0.0033168678440916605
