0	q1	0.007998917976591262	5.728973507510591E-4	9.063991574342853E-4	0.168728216670719	0.8217935688445044
1	q2	0.0027931065128449666	2.0004747220277408E-4	3.165014814848449E-4	0.0031333575089525717	0.9935569870245149
2	q3	0.07471514404232732	3.738279040460193E-4	5.914450412600557E-4	0.1448466468786303	0.7794729361337362
3	q4	0.9132766025362421	5.728973507510591E-4	9.063991574342853E-4	0.008973331160192353	0.07627076979538008
4	q5	0.006594291031563833	4.7229536208775064E-4	7.472335448841601E-4	0.007397595195509827	0.9847885848659543
5	q6	0.010163893499791837	7.279569157212521E-4	0.0011517238370769062	0.01140203994058521	0.9765543858068247
6	q7	0.010901542408983425	7.80788699607147E-4	0.001235310686164525	0.012229547856218511	0.9748528103490263
7	q8	0.0035953627644414333	2.575065538570847E-4	4.07409325848478E-4	0.00403334311225257	0.9917063782436005
8	q9	0.26744815028916097	9.133643087603523E-4	0.0014450627827229507	0.014306088868559264	0.7158873337507964
9	q10	0.24785924375493837	5.177547803164086E-4	8.19156339300804E-4	0.008109629233685519	0.7426942158917588
10	q11	0.1446459123241997	4.939814075444644E-4	7.815437285571653E-4	0.007737265237940579	0.846341297301758
11	q12	0.8967879777361749	6.818216980638409E-4	0.0010787318388456287	0.0740557232534564	0.027395745473459215
12	q13	0.19984505176690556	3.006896870696659E-4	4.757307371937088E-4	0.004709723539467307	0.7946688042693637
13	q14	0.058463345031342144	2.9251405477053686E-4	4.627958087676859E-4	0.004581668040575799	0.9361996770645439
14	q15	0.008952375080626442	6.411857180721237E-4	0.0010144403597914453	0.010042936620153781	0.9793490622213561
15	q16	0.728169860286754	2.514870595301343E-4	3.9788569202651053E-4	0.003939059352794068	0.26724170760889526
16	q17	0.006316972588770883	4.5243330053699646E-4	7.158091442809631E-4	0.8061186249885994	0.18639615997781153
17	q18	0.01393571346943821	9.98101662103712E-4	0.0015791284501116046	0.01563333594378375	0.9678537204745626
18	q19	0.009519743511334005	6.818216980638409E-4	0.0010787318388456287	0.010679420808824914	0.9780402821429315
19	q20	0.009519743511334005	6.818216980638409E-4	0.0010787318388456287	0.010679420808824914	0.9780402821429315
20	q21	0.01393571346943821	9.98101662103712E-4	0.0015791284501116046	0.01563333594378375	0.9678537204745626
21	q22	0.0038735069327838394	2.774277554041629E-4	4.3892729372470985E-4	0.33958035910396167	0.6558297789141256
22	q23	0.01393571346943821	9.98101662103712E-4	0.0015791284501116046	0.01563333594378375	0.9678537204745626
23	q24	3.863632496000687E-4	0.9491535759532342	4.378083697394184E-5	4.3342929592921255E-4	0.049982850664262495
24	q25	0.0030794100218250195	2.20553060869318E-4	0.24635761515777446	0.00345453797435071	0.7468878837851806
25	q26	0.015360812506624789	0.0011001699000018083	0.0017406138623069162	0.017232037872490863	0.9645663658585755
26	q27	0.003683530281587618	2.638212750660242E-4	4.17400047529616E-4	0.0041322510309535695	0.9915029973648632
27	q28	0.9841986410592183	2.7045348831701175E-4	4.278930834892669E-4	0.004236131849651905	0.010866880519323512
28	q29	0.0018828296213071086	1.348517518393327E-4	2.133532544450897E-4	0.002112192393977786	0.9956567729784307
29	q30	0.007229005360750177	5.177547803164086E-4	8.19156339300804E-4	0.008109629233685519	0.9833244542859471
30	q31	0.0037761306919898703	2.7045348831701175E-4	4.278930834892669E-4	0.004236131849651905	0.991289390886552
31	q32	0.46262788617805384	5.439320816100219E-4	8.605722819741795E-4	0.008519646129521706	0.5274479633288401
32	q33	0.005609288147705341	4.01747627469629E-4	6.356177255180328E-4	0.006292601108000335	0.9870607453913066
33	q34	0.003017548105205417	2.161223955909054E-4	0.020430820046936513	0.003385140155088603	0.9729503692971786
34	q35	0.005609288147705341	4.01747627469629E-4	6.356177255180328E-4	0.006292601108000335	0.9870607453913066
35	q36	0.9507088776070814	3.625025718293514E-5	0.003426865962385628	5.677903064452549E-4	0.04526021586690472
36	q37	0.1067106911323688	9.98101662103712E-4	0.0015791284501116046	0.01563333594378375	0.875078742811632
37	q38	0.6049436746698084	0.1794385755948267	0.0010144403597914453	0.010042936620153781	0.20456037275541966
38	q39	0.007594498560573187	5.439320816100219E-4	8.605722819741795E-4	0.008519646129521706	0.9824813509463208
39	q40	0.0018828296213071086	1.348517518393327E-4	2.133532544450897E-4	0.22773613163276524	0.7700328337396434
40	q41	0.07033809364376455	0.9280001646326242	4.578276471098582E-5	4.532483352519323E-4	0.0011627106236482628
41	q42	0.8037655335908016	3.184931595511554E-4	5.038981784211314E-4	0.004988580570606199	0.19042349450061985
42	q43	0.005407360975787972	3.8728522865835713E-4	6.12736303427618E-4	0.006066075546773389	0.9875265419453526
43	q44	0.2875338820903006	2.774277554041629E-4	4.3892729372470985E-4	0.030132677113943337	0.6816170857466272
44	q45	0.3917471972092701	2.4574256125918574E-4	3.887971382291428E-4	0.0038490828757396785	0.6037691802155019
45	q46	0.0021222441656470153	1.5199906583667603E-4	2.4048256642231807E-4	0.030637833294937862	0.9668474409071561
46	q47	0.8918024345164515	2.514870595301343E-4	3.9788569202651053E-4	0.027315141385608	0.08023305134638382
47	q48	0.004582534230402882	3.282096063501122E-4	5.192708785746296E-4	0.005140769954468992	0.9894292153302034
48	q49	0.0047267353576745524	3.385375587095464E-4	5.356110611646523E-4	0.19410784033822273	0.8002912756842284
49	q50	0.8892126605820195	2.575065538570847E-4	4.07409325848478E-4	0.05190454839968923	0.05821787513858559
50	q51	0.1997331960761007	5.177547803164086E-4	8.19156339300804E-4	0.008109629233685519	0.7908202635705964
51	q52	0.06766183633955761	3.385375587095464E-4	5.356110611646523E-4	0.03677008788351509	0.8946939271570531
52	q53	0.20434259694679452	0.11190031532264022	3.801145158192044E-4	0.0037631251102406152	0.6796138481045054
53	q54	0.005609288147705341	4.01747627469629E-4	6.356177255180328E-4	0.26769371890846433	0.7256596275908427
54	q55	0.006316972588770883	4.5243330053699646E-4	7.158091442809631E-4	0.007086494340207589	0.9854282906262035
55	q56	0.004582534230402882	3.282096063501122E-4	5.192708785746296E-4	0.18818608520048388	0.8063839000841885
56	q57	0.030445932364982768	2.847712387139511E-4	4.505456527132768E-4	0.004460391772676998	0.964358358970913
57	q58	0.4340119460046623	5.728973507510591E-4	9.063991574342853E-4	0.06222495966370123	0.5022837978234511
58	q59	0.49641840677017834	1.6110370010402006E-4	2.548872984704749E-4	0.3619190451899675	0.14124655704127972
59	q60	0.8898041737218337	7.279569157212521E-4	0.0011517238370769062	0.01140203994058521	0.09691410558478285
60	q61	0.0029581227154468065	2.1186623888825033E-4	3.3520032893384106E-4	0.0033184756758192764	0.9931763350409119
61	q62	0.09439535044597801	4.7229536208775064E-4	7.472335448841601E-4	0.051298124902716916	0.8530869957443331
62	q63	0.006897076336151946	4.939814075444644E-4	7.815437285571653E-4	0.007737265237940579	0.9840901332898058
63	q64	0.37443488826193644	3.612743995258766E-4	5.715837416660048E-4	0.13998255563065715	0.4846496979662145
