5652	q5652	0.8977742542632009
4610	q4610	0.8797428255504601
5619	q5619	0.8556311535771899
4109	q4109	0.8421445446000008
2360	q2360	0.8375755973730477
618	q618	0.824512064066796
3540	q3540	0.8177142338231635
4326	q4326	0.8173670634924537
5305	q5305	0.8103685291700352
3420	q3420	0.8057413004010804
2970	q2970	0.8030452909978847
5262	q5262	0.8024059346360984
3130	q3130	0.8024059346360984
4319	q4319	0.8016944414391809
2625	q2625	0.7956513566709378
118	q118	0.7844662548497968
460	q460	0.7813463109091447
5484	q5484	0.7789774955540449
4003	q4003	0.7739277201511181
1885	q1885	0.7717985726655145
4538	q4538	0.7709950347376572
2791	q2791	0.7697820093366924
2716	q2716	0.7669694378835908
433	q433	0.7577969548285479
4653	q4653	0.7499277409327804
5314	q5314	0.7499150723972469
4023	q4023	0.749869212952148
3971	q3971	0.7404963566422043
409	q409	0.7402407572849262
3309	q3309	0.7358583443877883
1751	q1751	0.7297471189304836
5752	q5752	0.7290051199033295
4100	q4100	0.7265986000005508
1390	q1390	0.7258861044063454
976	q976	0.7258861044063454
2866	q2866	0.7229667481530815
5247	q5247	0.7229667481530815
5528	q5528	0.7184262608078386
3781	q3781	0.7108328971771247
2310	q2310	0.7080102091658739
5176	q5176	0.6984239890145699
2545	q2545	0.6978770532829129
3818	q3818	0.6973926624471241
4869	q4869	0.6967487437528554
4355	q4355	0.6963075984270106
4474	q4474	0.6949340918991679
4793	q4793	0.689475305186728
2808	q2808	0.6887009658245005
2577	q2577	0.6870152940220953
836	q836	0.6863589158981245
2824	q2824	0.6850342680826829
3672	q3672	0.6775901400054917
5435	q5435	0.6718584122959608
5391	q5391	0.6699065001245289
5064	q5064	0.6643692090238111
3433	q3433	0.6642003415845669
3254	q3254	0.6642003415845669
5725	q5725	0.6640046806253782
1332	q1332	0.6640046806253782
2638	q2638	0.6627672807466889
4949	q4949	0.6615865602250369
1726	q1726	0.6582908160839178
157	q157	0.6550078185256284
3224	q3224	0.6544241618767935
1038	q1038	0.6538323203652487
2780	q2780	0.6506188609034397
2743	q2743	0.6452420040500982
3810	q3810	0.6432833440922652
3919	q3919	0.6392250458082566
4237	q4237	0.638051256231757
3976	q3976	0.638051256231757
5040	q5040	0.6353671331463242
623	q623	0.6342566616269302
4361	q4361	0.6284694493114619
4467	q4467	0.6235952050980663
3803	q3803	0.6224502197619987
4565	q4565	0.6217953453945276
5648	q5648	0.6211348520916127
1866	q1866	0.6204020645982765
2503	q2503	0.618424284933546
137	q137	0.6158806336211797
1291	q1291	0.6151123857601228
1041	q1041	0.6111204720647245
2915	q2915	0.6098178798849261
3165	q3165	0.6088798225311898
2537	q2537	0.6088798225311898
464	q464	0.6087912333263683
2851	q2851	0.606329269770954
4150	q4150	0.6007590946647492
2037	q2037	0.6006397975050978
3455	q3455	0.6006397975050978
5732	q5732	0.5937656473257363
2955	q2955	0.5907722357012584
3873	q3873	0.5869966751802005
2608	q2608	0.5857768752567288
4579	q4579	0.5857768752567288
2827	q2827	0.5852938042084517
99	q99	0.5846360914665704
2341	q2341	0.5843492888955201
3579	q3579	0.5823361390607962
5520	q5520	0.5804184591955025
5729	q5729	0.5796212344124805
3103	q3103	0.5773141797669333
4718	q4718	0.5759950819201399
2401	q2401	0.5759950819201399
1638	q1638	0.5745092407991839
73	q73	0.573480541346282
81	q81	0.5730768699509061
3028	q3028	0.5685820812034207
5699	q5699	0.5685820812034207
4571	q4571	0.561794196476048
3497	q3497	0.5606543839044121
3604	q3604	0.5606543839044121
2720	q2720	0.5601857301636848
1698	q1698	0.5550936608167112
4539	q4539	0.5550936608167112
2093	q2093	0.5547692784768993
3200	q3200	0.5539981819015671
5289	q5289	0.5535295270247012
2839	q2839	0.5518625365450617
2694	q2694	0.5518625365450617
1283	q1283	0.5488832397117474
4480	q4480	0.5460497919607613
2807	q2807	0.5438457151686554
2953	q2953	0.5432094774981505
5093	q5093	0.5417408288737353
3313	q3313	0.5416972203848986
4059	q4059	0.5416859068618681
1016	q1016	0.5403109994059183
2566	q2566	0.5397494478155512
3774	q3774	0.5373039228853116
5676	q5676	0.5373039228853116
5826	q5826	0.5373039228853116
3173	q3173	0.537105999667789
1636	q1636	0.5335578495791233
4373	q4373	0.5310476165663657
3929	q3929	0.5307637599577452
1996	q1996	0.5307637599577452
5154	q5154	0.5282843398756516
3287	q3287	0.5282843398756516
3038	q3038	0.5261747715307337
1550	q1550	0.5243580433542853
5578	q5578	0.5243580433542853
4430	q4430	0.5243580433542853
3182	q3182	0.524032720645176
1161	q1161	0.5213889340293272
811	q811	0.5210906560989099
5526	q5526	0.5207883428573228
2087	q2087	0.5201602246821441
5554	q5554	0.5182614717993385
1904	q1904	0.5171965961449649
5267	q5267	0.5128045303362447
4352	q4352	0.5113320658083444
2099	q2099	0.5113320658083444
4676	q4676	0.5092542446875788
4227	q4227	0.5092542446875788
2703	q2703	0.5092542446875788
1785	q1785	0.5078203276702143
634	q634	0.5078203276702143
4655	q4655	0.5072580233671643
3087	q3087	0.5072580233671643
5840	q5840	0.5072580233671643
