0	q1	0.05115152273802199	0.003002848425941114	0.004919924009710431	0.0018520573784983406	5.383423483173606E-4	0.00436545613702966	3.697580336906046E-4	0.005334280287512279	0.20634456178767566	0.0659268773195334	0.2597139193254434	8.272475267340154E-4	2.464909987620499E-4	0.005471667390411431	2.870600488399241E-4	0.005543066390019266	3.604232769614867E-4	0.37313546071822584	0.0059607260261393125	0.004648309832532423
1	q2	5.713743439879368E-4	0.0010976941824743605	0.0017984830393104143	6.770213882338029E-4	1.9679157256908468E-4	0.0015957967655202661	1.351654112805008E-4	0.0019499513823961194	0.021048111972368666	0.04222674943953485	0.3849725156024423	3.0240114343355095E-4	9.010502596000923E-5	0.002000173372389551	1.049350819409523E-4	0.002026273346609677	1.3175308181763266E-4	0.5170694455211197	0.02030606411573062	0.0016991942108799825
2	q3	0.0010448998215966663	0.0020074062958965713	0.003288972679108878	0.0012381016670177328	3.5988224048349174E-4	0.002918310514186943	2.4718350695847335E-4	0.003565970143788772	0.005341768269157591	0.010922234806206996	0.07416915081310003	5.530155565245618E-4	1.6477940695314874E-4	0.0036578135192159925	1.918998456144323E-4	0.4015046953445501	2.4094321548494643E-4	0.44834089508624464	0.003984749562987517	0.03625732770492254
3	q4	0.0015630496880285588	0.003002848425941114	0.004919924009710431	0.0018520573784983406	5.383423483173606E-4	0.00436545613702966	3.697580336906046E-4	0.7491613760374137	0.007990669587701905	0.0659268773195334	0.011771554075476255	8.272475267340154E-4	2.464909987620499E-4	0.005471667390411431	2.870600488399241E-4	0.005543066390019266	3.604232769614867E-4	0.12519309546825866	0.0059607260261393125	0.004648309832532423
4	q5	0.0013043306307113215	0.0025058110508811345	0.004105568515055506	0.0015455012000655988	4.492348644431368E-4	0.003642877254744361	3.08554957010063E-4	0.004451339727131397	0.048048529747744075	0.05501453097340291	0.29948654380098666	6.903198897408592E-4	2.056913240457995E-4	0.00456598624665572	2.3954530519605582E-4	0.25290851614257936	3.0076530756687484E-4	0.31137334567605285	0.004974094935508938	0.0038789124504773104
5	q6	0.0019498001335253382	0.0037458529352582927	0.0061372767382508455	0.0023103179326610583	6.71546138725409E-4	0.005445615084453999	4.612484612509865E-4	0.0066541585315635764	0.00996782683774373	0.3296726160684273	0.2002591563327382	0.0010319360609187607	3.0748106472879927E-4	0.006825539770195404	3.5808824623088215E-4	0.19248953377129402	4.496039754382437E-4	0.21802833796313026	0.007435607767743618	0.005798456185721246
6	q7	0.0020783642314170267	0.003992843483251379	0.00654195075267829	0.0024626535160618686	7.158259200390854E-4	0.005804682959545568	4.916618309626016E-4	0.0070929142143278355	0.01062507608257687	0.021724936380667793	0.01565246269907074	0.001099978895911314	3.2775546364073284E-4	0.007275595828809174	3.8169953415250743E-4	0.5348670530067366	4.7924954193342295E-4	0.3642786163713326	0.007925889919488054	0.00618078936739658
7	q8	7.302145377416773E-4	0.0014028495652128306	0.0022984554259475602	8.652311138086601E-4	2.5149898434716173E-4	0.002039423032772096	1.7274095232903633E-4	0.002492031471656678	0.003733024704153625	0.23929679423566128	0.1676641052447162	3.864676695556129E-4	1.1515392766914137E-4	0.002556215010160631	1.3410669057624904E-4	0.18792071763007526	1.6838000646654034E-4	0.38281633519132474	0.002784689976984645	0.002171564628840347
8	q9	0.0023940816679085103	0.004599383131012912	0.007535716854917708	0.0028367470667999372	8.245646680567089E-4	0.006686453149741747	5.663485536004276E-4	0.008170375353790768	0.16414578888721318	0.4807451775277417	0.01803017653932477	0.001267073051960697	3.775437121164E-4	0.00838080752813372	4.3968224796704425E-4	0.08444351379730279	5.520507547967606E-4	0.1917549372261554	0.009129885643369601	0.007119692638089329
9	q10	0.0014220182597301087	0.0027319063018885034	0.004476007277233132	0.0016849492568686642	4.897685947903698E-4	0.003971568137886104	3.3639536837317313E-4	0.004852976862768959	0.007269684481696755	0.5562344470913284	0.23628035526667465	7.526063293714355E-4	2.2425051729535437E-4	0.00497796775107554	2.611590880416915E-4	0.005042924535204944	3.279028715443061E-4	0.11389712631115394	0.005422899422416647	0.04934308627465718
